"100年0050 台灣50           月成交資訊"
"年度","月份","最高價","最低價","加權(A/B)平均價","成交筆數","成交金額(A)","成交股數(B)","週轉率(%)",
"100","1","63.00","59.40","61.24","25,493","14,487,081,869","236,530,529","30.44",
"100","2","63.20","58.45","59.89","34,921","17,127,652,967","285,969,819","33.56",
"100","3","60.70","55.60","58.59","49,430","22,343,620,441","381,316,497","38.13",
"100","4","62.50","58.80","61.24","41,171","23,801,472,983","388,613,399","41.78",
"100","5","62.60","59.80","61.26","33,453","21,520,814,639","351,277,862","33.40",
"100","6","62.45","57.20","59.87","50,728","21,777,465,063","363,738,770","24.20",
"100","7","61.45","58.40","59.63","54,272","22,889,960,390","383,845,674","23.97",
"100","8","60.50","50.40","53.86","164,626","46,078,919,563","855,378,209","52.15",
"100","9","56.10","49.30","52.42","137,181","27,805,435,587","530,422,933","30.25",
"100","10","53.70","49.50","52.17","87,970","20,377,780,031","390,558,494","21.42",
"100","11","52.85","47.05","50.02","143,462","27,473,157,450","549,234,214","26.81",
"100","12","50.60","46.61","49.03","103,137","18,810,917,796","383,640,993","18.28",
"說明:"
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"權證證券代號可重複使用，權證顯示之名稱係目前存續權證之簡稱。"

