"92年2330 台積電           月成交資訊"
"年度","月份","最高價","最低價","加權(A/B)平均價","成交筆數","成交金額(A)","成交股數(B)","週轉率(%)",
"92","1","51.50","42.40","48.23","189,802","42,149,268,079","873,882,012","4.69",
"92","2","45.90","40.10","42.63","190,309","33,136,816,475","777,165,592","4.17",
"92","3","49.70","41.00","45.39","249,017","49,656,863,745","1,093,806,044","5.87",
"92","4","48.40","41.40","45.92","267,639","58,063,465,653","1,264,405,739","6.78",
"92","5","55.00","46.70","49.41","215,063","51,963,711,899","1,051,494,239","5.64",
"92","6","60.00","54.50","57.54","198,138","57,737,237,301","1,003,344,440","5.38",
"92","7","63.00","56.00","58.88","201,046","61,325,970,315","1,041,452,200","5.59",
"92","8","67.50","56.00","61.67","200,901","59,155,884,677","959,203,044","4.73",
"92","9","72.50","65.50","68.46","174,616","52,777,009,121","770,906,874","3.80",
"92","10","71.50","64.50","68.12","193,925","58,320,605,878","856,082,111","4.22",
"92","11","70.00","63.00","66.37","137,048","44,912,630,985","676,612,036","3.33",
"92","12","67.00","58.50","62.54","156,443","51,175,541,491","818,195,276","4.03",
"說明:"
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"權證證券代號可重複使用，權證顯示之名稱係目前存續權證之簡稱。"

