"113年2330 台積電           月成交資訊"
"年度","月份","最高價","最低價","加權(A/B)平均價","成交筆數","成交金額(A)","成交股數(B)","週轉率(%)",
"113","1","648.00","574.00","612.27","900,424","544,033,108,449","888,538,618","3.42",
"113","2","709.00","619.00","680.76","597,417","416,025,949,334","611,115,130","2.35",
"113","3","796.00","688.00","760.63","1,148,660","817,658,119,804","1,074,970,812","4.14",
"113","4","826.00","740.00","785.01","1,351,118","687,901,911,309","876,286,211","3.37",
"113","5","878.00","772.00","831.10","1,108,707","684,736,222,696","823,888,916","3.17",
"113","6","984.00","835.00","926.84","1,545,458","915,710,380,055","987,987,456","3.80",
"113","7","1,080.00","915.00","991.40","2,697,112","1,138,045,652,606","1,147,907,041","4.42",
"113","8","977.00","813.00","917.82","2,480,082","996,820,938,856","1,086,069,076","4.18",
"113","9","1,025.00","888.00","947.68","1,536,006","705,633,711,794","744,589,301","2.87",
"113","10","1,100.00","967.00","1,045.27","1,177,372","904,331,462,545","865,160,449","3.33",
"113","11","1,090.00","992.00","1,036.41","1,204,321","900,598,845,478","868,956,368","3.35",
"113","12","1,095.00","1,015.00","1,069.38","897,264","793,178,431,808","741,713,819","2.86",
"說明:"
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"
"權證證券代號可重複使用，權證顯示之名稱係目前存續權證之簡稱。"

